%,FOR,W,SHAPE,,,,,,,,,
W44×335,133,2.52,11.1,149,2.25,12.4,104,3.22,8.67,120,2.79,10
×290,132,2.2,11,147,1.97,12.3,103,2.82,8.58,119,2.44,9.92
×262,131,2,10.9,147,1.78,12.3,102,2.57,8.5,118,2.22,9.83
×230,130,1.77,10.8,146,1.58,12.2,102,2.25,8.5,117,1.97,9.75
W40×593,130,4.56,10.8,147,4.03,12.3,103,5.76,8.58,119,4.98,9.92
×503,128,3.93,10.7,144,3.49,12,101,4.98,8.42,117,4.3,9.75
×431,126,3.42,10.5,143,3.01,11.9,98.8,4.36,8.23,115,3.75,9.58
×397,126,3.15,10.5,142,2.8,11.8,98.1,4.05,8.18,114,3.48,9.5
×372,125,2.98,10.4,141,2.64,11.8,97.3,3.82,8.11,113,3.29,9.42
×362,125,2.9,10.4,141,2.57,11.8,97.2,3.72,8.1,113,3.2,9.42
×324,124,2.61,10.3,140,2.31,11.7,96.3,3.36,8.03,112,2.89,9.33
×297,123,2.41,10.3,139,2.14,11.6,95.4,3.11,7.95,111,2.68,9.25
×277,123,2.25,10.3,139,1.99,11.6,95.2,2.91,7.93,111,2.5,9.25
×249,123,2.02,10.3,139,1.79,11.6,94.6,2.63,7.88,110,2.26,9.17
×215,122,1.76,10.2,138,1.56,11.5,93.8,2.29,7.82,110,1.95,9.17
×199,121,1.64,10.1,137,1.45,11.4,93.2,2.14,7.77,109,1.83,9.08
W40×392,116,3.38,9.67,128,3.06,10.7,95.6,4.1,7.97,108,3.63,9
×331,114,2.9,9.5,126,2.63,10.5,93.8,3.53,7.82,106,3.12,8.83
×327,113,2.89,9.42,125,2.62,10.4,93.7,3.49,7.81,106,3.08,8.83
×278,112,2.48,9.33,124,2.24,10.3,92.4,3.01,7.7,104,2.67,8.67
×264,112,2.36,9.33,124,2.13,10.3,91.9,2.87,7.66,104,2.54,8.67
×235,112,2.1,9.33,124,1.9,10.3,91.3,2.57,7.61,103,2.28,8.58
×211,111,1.9,9.25,123,1.72,10.3,90.6,2.33,7.55,102,2.07,8.5
×183,110,1.66,9.17,122,1.5,10.2,89.8,2.04,7.48,102,1.79,8.5
×167,109,1.53,9.08,121,1.38,10.1,89,1.88,7.42,101,1.65,8.42
×149,109,1.37,9.08,121,1.23,10.1,88.2,1.69,7.35,100,1.49,8.33
W36×798,131,6.09,10.9,149,5.36,12.4,102,7.82,8.5,120,6.65,10
×650,128,5.08,10.7,146,4.45,12.2,98.6,6.59,8.22,116,5.6,9.67
×527,125,4.22,10.4,142,3.71,11.8,95.6,5.51,7.97,113,4.66,9.42
×439,123,3.57,10.3,140,3.14,11.7,93.6,4.69,7.8,111,3.95,9.25
×393,121,3.25,10.1,138,2.85,11.5,92.4,4.25,7.7,109,3.61,9.08
×359,121,2.97,10.1,137,2.62,11.4,91.5,3.92,7.63,108,3.32,9
×328,120,2.73,10,137,2.39,11.4,90.8,3.61,7.57,107,3.07,8.92
×300,120,2.5,10,136,2.21,11.3,90.1,3.33,7.51,107,2.8,8.92
×280,119,2.35,9.92,136,2.06,11.3,89.6,3.13,7.47,106,2.64,8.83
×260,119,2.18,9.92,135,1.93,11.3,89.2,2.91,7.43,106,2.45,8.83
×245,118,2.08,9.83,135,1.81,11.3,88.7,2.76,7.39,105,2.33,8.75
×230,118,1.95,9.83,134,1.72,11.2,88.3,2.6,7.36,105,2.19,8.75
W36×256,108,2.37,9,120,2.13,10,87,2.94,7.25,99.2,2.58,8.27
×232,108,2.15,9,120,1.93,10,86.3,2.69,7.19,98.4,2.36,8.2
×210,107,1.96,8.92,119,1.76,9.92,85.6,2.45,7.13,97.8,2.15,8.15
×194,107,1.81,8.92,119,1.63,9.92,85.1,2.28,7.09,97.2,2,8.1
×182,106,1.72,8.83,119,1.53,9.92,84.7,2.15,7.06,96.8,1.88,8.07
×170,106,1.6,8.83,118,1.44,9.83,84.4,2.01,7.03,96.4,1.76,8.03
×160,106,1.51,8.83,118,1.36,9.83,84,1.9,7,96,1.67,8
×150,105,1.43,8.75,117,1.28,9.75,83.8,1.79,6.98,95.8,1.57,7.98
×135,105,1.29,8.75,117,1.15,9.75,83.2,1.62,6.93,95.2,1.42,7.93
W33×387,117,3.31,9.75,133,2.91,11.1,88.2,4.39,7.35,104,3.72,8.67
×354,116,3.05,9.67,132,2.68,11,87.3,4.05,7.28,103,3.44,8.58
×318,115,2.77,9.58,131,2.43,10.9,86.4,3.68,7.2,102,3.12,8.5
×291,114,2.55,9.5,130,2.24,10.8,85.5,3.4,7.13,101,2.88,8.42
×263,113,2.33,9.42,129,2.04,10.8,84.8,3.1,7.07,101,2.6,8.42
×241,113,2.13,9.42,129,1.87,10.8,84.3,2.86,7.03,100,2.41,8.33
×221,112,1.97,9.33,128,1.73,10.7,83.6,2.64,6.97,99.4,2.22,8.28
×201,112,1.79,9.33,127,1.58,10.6,83.1,2.42,6.93,98.8,2.03,8.23
W33×169,99.6,1.7,8.3,111,1.52,9.25,79.1,2.14,6.59,90.6,1.87,7.55
×152,99.3,1.53,8.28,111,1.37,9.25,78.6,1.93,6.55,90.2,1.69,7.52
×141,98.4,1.43,8.2,110,1.28,9.17,78.1,1.81,6.51,89.6,1.57,7.47
×130,98.3,1.32,8.19,110,1.18,9.17,77.7,1.67,6.48,89.2,1.46,7.43
×118,97.8,1.21,8.15,109,1.08,9.08,77.3,1.53,6.44,88.8,1.33,7.4
W30×391,109,3.59,9.08,125,3.13,10.4,82,4.77,6.83,97.6,4.01,8.13
×357,108,3.31,9,124,2.88,10.3,81.1,4.4,6.76,96.6,3.7,8.05
×326,107,3.05,8.92,123,2.65,10.3,80.2,4.06,6.68,95.6,3.41,7.97
×292,107,2.73,8.92,122,2.39,10.2,79.3,3.68,6.61,94.6,3.09,7.88
×261,106,2.46,8.83,121,2.16,10.1,78.4,3.33,6.53,93.6,2.79,7.8
×235,105,2.24,8.75,120,1.96,10,77.7,3.02,6.48,92.8,2.53,7.73
×211,105,2.01,8.75,120,1.76,10,76.9,2.74,6.41,92,2.29,7.67
×191,103,1.85,8.58,118,1.62,9.83,76.4,2.5,6.37,91.4,2.09,7.62
×173,104,1.66,8.67,119,1.45,9.92,75.8,2.28,6.32,90.8,1.91,7.57
W30×148,90.3,1.64,7.53,101,1.47,8.42,71.9,2.06,5.99,82.4,1.8,6.87
×132,89.5,1.47,7.46,100,1.32,8.33,71.1,1.86,5.93,81.6,1.62,6.8
×124,89.3,1.39,7.44,99.8,1.24,8.32,70.9,1.75,5.91,81.4,1.52,6.78
×116,89.1,1.3,7.43,99.6,1.16,8.3,70.5,1.65,5.88,81,1.43,6.75
×108,88.9,1.21,7.41,99.4,1.09,8.28,70.1,1.54,5.84,80.6,1.34,6.72
×99,88.5,1.12,7.38,99,1,8.25,69.9,1.42,5.83,80.4,1.23,6.7
×90,88,1.02,7.33,98.4,0.915,8.2,69.4,1.3,5.78,79.8,1.13,6.65
W27×539,106,5.08,8.83,121,4.45,10.1,80.3,6.71,6.69,95.6,5.64,7.97
×368,101,3.64,8.42,116,3.17,9.67,75.5,4.87,6.29,90.2,4.08,7.52
×336,100,3.36,8.33,115,2.92,9.58,74.6,4.5,6.22,89.2,3.77,7.43
×307,98.8,3.11,8.23,113,2.72,9.42,73.6,4.17,6.13,88,3.49,7.33
×281,98.2,2.86,8.18,113,2.49,9.42,73,3.85,6.08,87.4,3.22,7.28
×258,97.7,2.64,8.14,112,2.3,9.33,72.3,3.57,6.03,86.6,2.98,7.22
×235,96.6,2.43,8.05,111,2.12,9.25,71.6,3.28,5.97,85.8,2.74,7.15
×217,96,2.26,8,110,1.97,9.17,70.9,3.06,5.91,85,2.55,7.08
×194,95.6,2.03,7.97,110,1.76,9.17,70.2,2.76,5.85,84.2,2.3,7.02
×178,95,1.87,7.92,109,1.63,9.08,69.7,2.55,5.81,83.8,2.12,6.98
×161,94.6,1.7,7.88,109,1.48,9.08,69.2,2.33,5.77,83.2,1.94,6.93
×146,94.3,1.55,7.86,108,1.35,9,68.8,2.12,5.73,82.8,1.76,6.9
W27×129,82.8,1.56,6.9,92.8,1.39,7.73,65.2,1.98,5.43,75.2,1.72,6.27
×114,82.3,1.39,6.86,92.4,1.23,7.7,64.7,1.76,5.39,74.8,1.52,6.23
×102,82.1,1.24,6.84,92.1,1.11,7.68,64.2,1.59,5.35,74.2,1.37,6.18
×94,81.5,1.15,6.79,91.5,1.03,7.63,63.8,1.47,5.32,73.8,1.27,6.15
×84,81.2,1.03,6.77,91.2,0.921,7.6,63.4,1.32,5.28,73.3,1.15,6.11
W24×370,92.9,3.98,7.74,107,3.46,8.92,69.7,5.31,5.81,83.4,4.44,6.95
×335,91.5,3.66,7.63,105,3.19,8.75,68.5,4.89,5.71,82,4.09,6.83
×306,90.8,3.37,7.57,104,2.94,8.67,67.6,4.53,5.63,81,3.78,6.75
×279,89.7,3.11,7.48,103,2.71,8.58,66.7,4.18,5.56,80,3.49,6.67
×250,89,2.81,7.42,102,2.45,8.5,65.8,3.8,5.48,79,3.16,6.58
×229,88.1,2.6,7.34,101,2.27,8.42,65.1,3.52,5.43,78.2,2.93,6.52
×207,87.6,2.36,7.3,101,2.05,8.42,64.4,3.21,5.37,77.4,2.67,6.45
×192,87.1,2.2,7.26,100,1.92,8.33,64,3,5.33,77,2.49,6.42
×176,86.5,2.03,7.21,99.4,1.77,8.28,63.3,2.78,5.28,76.2,2.31,6.35
×162,86.3,1.88,7.19,99.3,1.63,8.28,63,2.57,5.25,76,2.13,6.33
×146,85.8,1.7,7.15,98.7,1.48,8.23,62.3,2.34,5.19,75.2,1.94,6.27
×131,85.3,1.54,7.11,98.2,1.33,8.18,61.9,2.12,5.16,74.8,1.75,6.23
×117,84.5,1.38,7.04,97.3,1.2,8.11,61.4,1.91,5.12,74.2,1.58,6.18
×104,84.1,1.24,7.01,96.9,1.07,8.08,61,1.7,5.08,73.8,1.41,6.15
W24×103,73.5,1.4,6.13,82.5,1.25,6.88,58,1.78,4.83,67,1.54,5.58
×94,73.5,1.28,6.13,82.5,1.14,6.88,57.7,1.63,4.81,66.7,1.41,5.56
×84,73.2,1.15,6.1,82.2,1.02,6.85,57.2,1.47,4.77,66.2,1.27,5.52
×76,72.5,1.05,6.04,81.5,0.933,6.79,56.8,1.34,4.73,65.8,1.16,5.48
×68,72.2,0.942,6.02,81.2,0.837,6.77,56.4,1.21,4.7,65.3,1.04,5.44
W24×62,66.4,0.934,5.53,73.5,0.844,6.13,54.4,1.14,4.53,61.5,1.01,5.13
×55,66.4,0.828,5.53,73.4,0.749,6.12,54.2,1.01,4.52,61.2,0.899,5.1
W21×201,80.5,2.5,6.71,93.1,2.16,7.76,58.6,3.43,4.88,71.2,2.82,5.93
×182,80,2.28,6.67,92.5,1.97,7.71,57.9,3.14,4.83,70.4,2.59,5.87
×166,79.5,2.09,6.63,91.9,1.81,7.66,57.4,2.89,4.78,69.8,2.38,5.82
×147,78.7,1.87,6.56,91.2,1.61,7.6,56.7,2.59,4.73,69.2,2.12,5.77
×132,78.5,1.68,6.54,90.9,1.45,7.58,56,2.36,4.67,68.4,1.93,5.7
×122,77.9,1.57,6.49,90.3,1.35,7.53,55.8,2.19,4.65,68.2,1.79,5.68
×111,77.4,1.43,6.45,89.7,1.24,7.48,55.3,2.01,4.61,67.6,1.64,5.63
×101,77.4,1.3,6.45,89.7,1.13,7.48,55.1,1.83,4.59,67.4,1.5,5.62
W21×93,66.3,1.4,5.53,74.8,1.24,6.23,51.6,1.8,4.3,60,1.55,5
×83,65.8,1.26,5.48,74.2,1.12,6.18,51.2,1.62,4.27,59.5,1.39,4.96
×73,65.5,1.11,5.46,73.8,0.989,6.15,50.7,1.44,4.23,59,1.24,4.92
×68,65.1,1.04,5.43,73.4,0.926,6.12,50.5,1.35,4.21,58.7,1.16,4.89
×62,65.1,0.952,5.43,73.3,0.846,6.11,50.2,1.24,4.18,58.5,1.06,4.88
×55,64.4,0.854,5.37,72.6,0.758,6.05,49.8,1.1,4.15,58,0.948,4.83
×48,64,0.75,5.33,72.1,0.666,6.01,49.3,0.974,4.11,57.5,0.835,4.79
W21×57,59.9,0.952,4.99,66.5,0.857,5.54,48.8,1.17,4.07,55.3,1.03,4.61
×50,59.7,0.838,4.98,66.3,0.754,5.53,48.1,1.04,4.01,54.7,0.914,4.56
×44,59,0.746,4.92,65.5,0.672,5.46,47.9,0.919,3.99,54.4,0.809,4.53
W18×175,71.1,2.46,5.93,82.5,2.12,6.88,51.4,3.4,4.28,62.8,2.79,5.23
×158,70.5,2.24,5.88,81.8,1.93,6.82,50.7,3.12,4.23,62,2.55,5.17
×143,69.8,2.05,5.82,81,1.77,6.75,50.2,2.85,4.18,61.4,2.33,5.12
×130,69.3,1.88,5.78,80.5,1.61,6.71,49.8,2.61,4.15,61,2.13,5.08
×119,69.2,1.72,5.77,80.5,1.48,6.71,49.3,2.41,4.11,60.6,1.96,5.05
×106,68.6,1.55,5.72,79.8,1.33,6.65,48.6,2.18,4.05,59.8,1.77,4.98
×97,68.1,1.42,5.68,79.2,1.22,6.6,48.3,2.01,4.03,59.4,1.63,4.95
×86,67.8,1.27,5.65,78.9,1.09,6.58,47.9,1.8,3.99,59,1.46,4.92
×76,67.3,1.13,5.61,78.3,0.971,6.53,47.4,1.6,3.95,58.4,1.3,4.87
W18×71,58,1.22,4.83,65.6,1.08,5.47,44.6,1.59,3.72,52.3,1.36,4.36
×65,57.6,1.13,4.8,65.2,0.997,5.43,44.4,1.46,3.7,52,1.25,4.33
×60,57.5,1.04,4.79,65,0.923,5.42,44,1.36,3.67,51.5,1.17,4.29
×55,57.1,0.963,4.76,64.7,0.85,5.39,43.7,1.26,3.64,51.3,1.07,4.28
×50,56.8,0.88,4.73,64.3,0.778,5.36,43.5,1.15,3.63,51,0.98,4.25
W18×46,52.4,0.878,4.37,58.5,0.786,4.88,42.3,1.09,3.53,48.3,0.952,4.03
×40,52.1,0.768,4.34,58.1,0.688,4.84,41.8,0.957,3.48,47.8,0.837,3.98
×35,52.1,0.672,4.34,58.1,0.602,4.84,41.4,0.845,3.45,47.4,0.738,3.95
W16×100,62.7,1.59,5.23,73.1,1.37,6.09,44.4,2.25,3.7,54.8,1.82,4.57
×89,62.4,1.43,5.2,72.8,1.22,6.07,44,2.02,3.67,54.4,1.64,4.53
×77,61.6,1.25,5.13,71.9,1.07,5.99,43.3,1.78,3.61,53.6,1.44,4.47
×67,61.4,1.09,5.12,71.6,0.936,5.97,42.8,1.57,3.57,53,1.26,4.42
W16×57,52.1,1.09,4.34,59.2,0.963,4.93,39.9,1.43,3.33,47,1.21,3.92
×50,52,0.962,4.33,59.1,0.846,4.93,39.7,1.26,3.31,46.7,1.07,3.89
×45,51.7,0.87,4.31,58.7,0.767,4.89,39.2,1.15,3.27,46.3,0.972,3.86
×40,51.3,0.78,4.28,58.3,0.686,4.86,39,1.03,3.25,46,0.87,3.83
×36,51.3,0.702,4.28,58.3,0.617,4.86,38.8,0.928,3.23,45.8,0.786,3.82
W16×31,46.9,0.661,3.91,52.4,0.592,4.37,37.3,0.831,3.11,42.9,0.723,3.58
×26,46.6,0.558,3.88,52.1,0.499,4.34,36.9,0.705,3.08,42.4,0.613,3.53
W14×808,92.3,8.75,7.69,111,7.28,9.25,64.2,12.6,5.35,82.8,9.76,6.9
×730,90.4,8.08,7.53,108,6.76,9,62.7,11.6,5.23,80.6,9.06,6.72
×665,88.8,7.49,7.4,107,6.21,8.92,60.9,10.9,5.08,78.6,8.46,6.55
×605,86.9,6.96,7.24,104,5.82,8.67,59.2,10.2,4.93,76.6,7.9,6.38
×550,85.6,6.43,7.13,103,5.34,8.58,57.6,9.55,4.8,74.8,7.35,6.23
×500,84,5.95,7,101,4.95,8.42,56.2,8.9,4.68,73.2,6.83,6.1
×455,82.3,5.53,6.86,99.1,4.59,8.26,54.8,8.3,4.57,71.6,6.35,5.97
×426,81.8,5.21,6.82,98.5,4.32,8.21,54.1,7.87,4.51,70.8,6.02,5.9
×398,80.7,4.93,6.73,97.3,4.09,8.11,53.2,7.48,4.43,69.8,5.7,5.82
×370,79.9,4.63,6.66,96.4,3.84,8.03,52.3,7.07,4.36,68.8,5.38,5.73
×342,79.1,4.32,6.59,95.5,3.58,7.96,51.4,6.65,4.28,67.8,5.04,5.65
×311,78.1,3.98,6.51,94.3,3.3,7.86,50.4,6.17,4.2,66.6,4.67,5.55
×283,77.3,3.66,6.44,93.4,3.03,7.78,49.5,5.72,4.13,65.6,4.31,5.47
×257,76.5,3.36,6.38,92.5,2.78,7.71,48.8,5.27,4.07,64.8,3.97,5.4
×233,75.6,3.08,6.3,91.5,2.55,7.63,47.9,4.86,3.99,63.8,3.65,5.32
×211,75.2,2.81,6.27,91,2.32,7.58,47.2,4.47,3.93,63,3.35,5.25
×193,74.3,2.6,6.19,90,2.14,7.5,46.7,4.13,3.89,62.4,3.09,5.2
×176,74.1,2.38,6.18,89.8,1.96,7.48,46.1,3.82,3.84,61.8,2.85,5.15
×159,73.5,2.16,6.13,89.1,1.78,7.43,45.6,3.49,3.8,61.2,2.6,5.1
×145,72.7,1.99,6.06,88.2,1.64,7.35,45.1,3.22,3.76,60.6,2.39,5.05
W14×132,70,1.89,5.83,84.7,1.56,7.06,44.1,2.99,3.68,58.8,2.24,4.9
×120,70.1,1.71,5.84,84.8,1.42,7.07,43.7,2.75,3.64,58.4,2.05,4.87
×109,69.6,1.57,5.8,84.2,1.29,7.02,43.2,2.52,3.6,57.8,1.89,4.82
×99,69.2,1.43,5.77,83.8,1.18,6.98,43,2.3,3.58,57.6,1.72,4.8
×90,68.7,1.31,5.73,83.2,1.08,6.93,42.5,2.12,3.54,57,1.58,4.75
W14×82,56.5,1.45,4.71,66.6,1.23,5.55,38.7,2.12,3.23,48.8,1.68,4.07
×74,56.2,1.32,4.68,66.3,1.12,5.53,38.5,1.92,3.21,48.6,1.52,4.05
×68,55.7,1.22,4.64,65.7,1.04,5.48,38,1.79,3.17,48,1.42,4
×61,55.7,1.1,4.64,65.7,0.928,5.48,37.8,1.61,3.15,47.8,1.28,3.98
W14×53,49.8,1.06,4.15,57.9,0.915,4.83,35.9,1.48,2.99,43.9,1.21,3.66
×48,49.5,0.97,4.13,57.5,0.835,4.79,35.6,1.35,2.97,43.7,1.1,3.64
×43,49.2,0.874,4.1,57.2,0.752,4.77,35.4,1.21,2.95,43.4,0.991,3.62
W14×38,47,0.809,3.92,53.8,0.706,4.48,35,1.09,2.92,41.7,0.911,3.48
×34,46.9,0.725,3.91,53.7,0.633,4.48,34.8,0.977,2.9,41.5,0.819,3.46
×30,46.6,0.644,3.88,53.4,0.562,4.45,34.3,0.875,2.86,41.1,0.73,3.43
W14×26,41.4,0.628,3.45,46.5,0.559,3.88,32.8,0.793,2.73,37.9,0.686,3.16
×22,41.2,0.534,3.43,46.2,0.476,3.85,32.4,0.679,2.7,37.4,0.588,3.12
W12×336,69.3,4.85,5.78,82.7,4.06,6.89,47,7.15,3.92,60.4,5.56,5.03
×305,67.9,4.49,5.66,81.1,3.76,6.76,45.8,6.66,3.82,59,5.17,4.92
×279,66.6,4.19,5.55,79.7,3.5,6.64,44.9,6.21,3.74,58,4.81,4.83
×252,65.7,3.84,5.48,78.7,3.2,6.56,43.8,5.75,3.65,56.8,4.44,4.73
×230,64.7,3.55,5.39,77.6,2.96,6.47,43.1,5.34,3.59,56,4.11,4.67
×210,64.2,3.27,5.35,77,2.73,6.42,42.2,4.98,3.52,55,3.82,4.58
×190,63.4,3,5.28,76.1,2.5,6.34,41.5,4.58,3.46,54.2,3.51,4.52
×170,62.6,2.72,5.22,75.2,2.26,6.27,40.6,4.19,3.38,53.2,3.2,4.43
×152,62.1,2.45,5.18,74.6,2.04,6.22,39.9,3.81,3.33,52.4,2.9,4.37
×136,60.9,2.23,5.08,73.3,1.86,6.11,39.2,3.47,3.27,51.6,2.64,4.3
×120,60.4,1.99,5.03,72.7,1.65,6.06,38.5,3.12,3.21,50.8,2.36,4.23
×106,59.9,1.77,4.99,72.1,1.47,6.01,38,2.79,3.17,50.2,2.11,4.18
×96,59.7,1.61,4.98,71.9,1.34,5.99,37.6,2.55,3.13,49.8,1.93,4.15
×87,59.1,1.47,4.93,71.2,1.22,5.93,37.1,2.35,3.09,49.2,1.77,4.1
×79,58.8,1.34,4.9,70.9,1.11,5.91,36.9,2.14,3.08,49,1.61,4.08
×72,58.3,1.23,4.86,70.3,1.02,5.86,36.6,1.97,3.05,48.6,1.48,4.05
×65,58.3,1.11,4.86,70.3,0.925,5.86,36.2,1.8,3.02,48.2,1.35,4.02
W12×58,52.7,1.1,4.39,62.7,0.925,5.23,34.4,1.69,2.87,44.4,1.31,3.7
×53,52,1.02,4.33,62,0.855,5.17,34.2,1.55,2.85,44.2,1.2,3.68
W12×50,47,1.06,3.92,55,0.909,4.58,32.5,1.54,2.71,40.6,1.23,3.38
×45,46.2,0.974,3.85,54.3,0.829,4.53,32.3,1.39,2.69,40.3,1.12,3.36
×40,46.5,0.86,3.88,54.5,0.734,4.54,31.8,1.26,2.65,39.8,1.01,3.32
W12×35,43.2,0.81,3.6,49.8,0.703,4.15,31.6,1.11,2.63,38.1,0.919,3.18
×30,42.9,0.699,3.58,49.4,0.607,4.12,31.1,0.965,2.59,37.6,0.798,3.13
×26,42.5,0.612,3.54,49,0.531,4.08,30.9,0.841,2.58,37.4,0.695,3.12
W12×22,35.3,0.623,2.94,39.3,0.56,3.28,28.6,0.769,2.38,32.7,0.673,2.73
×19,35.2,0.54,2.93,39.2,0.485,3.27,28.4,0.669,2.37,32.4,0.586,2.7
×16,35,0.457,2.92,39,0.41,3.25,28,0.571,2.33,32,0.5,2.67
×14,34.6,0.405,2.88,38.6,0.363,3.22,27.8,0.504,2.32,31.7,0.442,2.64
W10×112,51.5,2.17,4.29,61.9,1.81,5.16,33.2,3.37,2.77,43.6,2.57,3.63
×100,50.7,1.97,4.23,61,1.64,5.08,32.5,3.08,2.71,42.8,2.34,3.57
×88,50.5,1.74,4.21,60.8,1.45,5.07,31.9,2.76,2.66,42.2,2.09,3.52
×77,49.9,1.54,4.16,60.1,1.28,5.01,31.4,2.45,2.62,41.6,1.85,3.47
×68,49.1,1.38,4.09,59.2,1.15,4.93,30.9,2.2,2.58,41,1.66,3.42
×60,49.1,1.22,4.09,59.2,1.01,4.93,30.5,1.97,2.54,40.6,1.48,3.38
×54,48.6,1.11,4.05,58.6,0.922,4.88,30.2,1.79,2.52,40.2,1.34,3.35
×49,48.3,1.01,4.03,58.3,0.84,4.86,30,1.63,2.5,40,1.23,3.33
